"","sig.eff","sig.resVar","sig.AICc","sig.AIC","sig.Rsq","sig.Rsq.ad","sig.cpD1","sig.cpD2","sig.cpE","sig.cpR","sig.cpT","sig.Cy0","sig.cpCQ","sig.cpMR","sig.fluo","sig.init1","sig.init2","sig.cf","sig.b","sig.c","sig.d","sig.e","sig.model","sli.eff","sli.rsq","sli.init","sli.base","exp.point","exp.eff","exp.AIC","exp.resVar","exp.RMSE","exp.init","LRE.eff","LRE.rsq","LRE.base","Names"
"S_T_6","1.191121","21240.85","518.9908","517.8479","0.9982381","0.9980912","36.15","33.6",NA,NA,NA,NA,NA,NA,"6331.006","3685.482","17.75648",NA,"-18.80514","3685.482","17968.03","36.35378","l4","1.216227","0.9877556","8.828923","0","33","1.847059","265.4347","157.3517","11.96023","5.195803e-06","1.013338","0.4875182","0","S_T_6"
"H_C_7","1.19478","66169.33","564.4424","563.2996","0.99891","0.9988191","30.59","27.39",NA,NA,NA,NA,NA,NA,"7548.378","3862.293","57.66864",NA,"-12.73612","3862.293","25181.49","30.97169","l4","1.239301","0.9893565","20.97153","0","27","1.839978","265.6643","918.7633","28.57759","0.0003419045","1.490621","0.7986622","0","H_C_7"
"N_C_7","1.190924","64911.49","563.6747","562.5319","0.9989271","0.9988377","30.49","27.25",NA,NA,NA,NA,NA,NA,"7561.606","3895.409","64.68105",NA,"-12.51979","3895.409","25156.01","30.88681","l4","1.235959","0.9904889","23.21592","0","27","1.853105","195.0852","67.2883","7.73381","0.000310193","1.484402","0.8037397","0","N_C_7"
"S_C_7","1.190301","42585.96","546.8147","545.6719","0.9987717","0.9986694","32.49","29.48",NA,NA,NA,NA,NA,NA,"6782.157","3639.125","39.90329",NA,"-14.34027","3639.125","21351.92","32.80782","l4","1.228871","0.9875569","15.64906","0","29","1.853534","221.3202","102.2265","9.573469","6.795318e-05","1.469994","0.7533125","0","S_C_7"
"H_T_7","1.191353","42679.84","546.9028","545.7599","0.9986312","0.9985171","33.01","30.06",NA,NA,NA,NA,NA,NA,"6733.58","3639.769","34.87135",NA,"-14.87843","3639.769","20966.42","33.30708","l4","1.230949","0.988922","12.97478","0","30","1.850043","214.8878","64.3119","7.607938","4.88815e-05","1.411033","0.5830431","0","H_T_7"
"N_T_7","1.186063","37962.52","542.2177","541.0748","0.9987266","0.9986204","33.11","30.1",NA,NA,NA,NA,NA,NA,"6704.3","3644.762","39.41948",NA,"-14.59261","3644.762","20829.04","33.42653","l4","1.224122","0.9899067","15.18406","0","30","1.848632","210.186","54.98265","7.034514","4.919317e-05","1.467781","0.7696865","0","N_T_7"
"S_T_7","1.182311","29257.01","531.7985","530.6556","0.9987124","0.9986051","33.65","30.74",NA,NA,NA,NA,NA,NA,"6347.263","3568.234","36.88194",NA,"-15.36697","3568.234","19079.64","33.94058","l4","1.217498","0.9885555","14.86468","0","30","1.853297","224.7363","89.30239","8.965051","2.813763e-05","1.427979","0.7466066","0","S_T_7"
"H_C_8","1.188261","59687.43","560.3186","559.1757","0.9988331","0.9987358","30.3","27.09",NA,NA,NA,NA,NA,NA,"7015.138","3691.053","65.56567",NA,"-12.60984","3691.053","22984.12","30.6805","l4","1.235376","0.9905906","22.45231","0","27","1.824396","271.5079","1140.768","31.84361","0.0004506575","1.502404","0.815541","0","H_C_8"
"N_C_8","1.192471","49775.63","553.0547","551.9119","0.9987453","0.9986408","32.25","29.2",NA,NA,NA,NA,NA,NA,"7011.489","3703.599","41.07048",NA,"-14.05092","3703.599","22414.77","32.57832","l4","1.234487","0.990409","14.83692","0","29","1.842597","264.5703","454.2159","20.17989","9.921574e-05","1.492351","0.799616","0","N_C_8"
"S_C_8","1.187999","44691.06","548.7447","547.6018","0.9987721","0.9986698","31.89","28.85",NA,NA,NA,NA,NA,NA,"6698.281","3617.545","46.50688",NA,"-13.9651","3617.545","21115.94","32.22106","l4","1.230284","0.9895075","16.7002","0","28","1.867819","225.9291","157.3751","11.85384","7.895694e-05","1.434511","0.7023846","0","S_C_8"
"H_T_8","1.198114","42089.25","546.3454","545.2026","0.9986886","0.9985793","33.53","30.6",NA,NA,NA,NA,NA,NA,"6933.537","3664.785","27.4733",NA,"-15.21428","3664.785","21949.71","33.82555","l4","1.232691","0.9871858","11.61216","0","30","1.878004","187.0686","25.44293","4.785252","2.461933e-05","1.470844","0.7962436","0","H_T_8"
"N_T_8","1.187595","20751.47","518.0584","516.9156","0.9984311","0.9983004","35.9","33.25",NA,NA,NA,NA,NA,NA,"6356.972","3667.905","20.91821",NA,"-17.95496","3667.905","18289.26","36.1271","l4","1.213862","0.9896407","10.26251","0","33","1.828411","272.585","195.4215","13.32876","9.117912e-06","1.348365","0.4812878","0","N_T_8"
"S_T_8","1.177797","16867.79","509.77","508.6271","0.998271","0.9981269","35.82","33.29",NA,NA,NA,NA,NA,NA,"5813.394","3540.282","25.03213",NA,"-18.75174","3540.282","15821.94","36.02831","l4","1.204482","0.987078","12.11814","0","33","1.847494","234.2263","61.11615","7.453867","5.284546e-06","1.327597","0.3966062","0","S_T_8"
