"sig.eff","sig.resVar","sig.AICc","sig.AIC","sig.Rsq","sig.Rsq.ad","sig.cpD1","sig.cpD2","sig.cpE","sig.cpR","sig.cpT","sig.Cy0","sig.cpCQ","sig.cpMR","sig.fluo","sig.init1","sig.init2","sig.cf","sig.b","sig.c","sig.d","sig.e","sig.model","sli.eff","sli.rsq","sli.init","sli.base","exp.point","exp.eff","exp.AIC","exp.resVar","exp.RMSE","exp.init","LRE.eff","LRE.rsq","LRE.base","Names","Pop","Treat","Sample","Gene"
"1.253339","7679.867","478.2978","477.155","0.9998266","0.9998121","28.79","26.69",NA,NA,NA,NA,NA,NA,"6406.346","3531.669","15.4583",NA,"-18.21738","3531.669","19119.18","28.95944","l4","1.251762","0.9971936","16.47854","0","26","1.890798","169.631","33.1586","5.415959","0.0002425206","1.029864","0.6429287","0","S_C_4","S","C",4,"Actin"
"1.248067","5127.232","462.1364","460.9935","0.999875","0.9998646","29.12","26.96",NA,NA,NA,NA,NA,NA,"6220.385","3422.506","15.82125",NA,"-17.93812","3422.506","18653.16","29.29743","l4","1.248024","0.9965634","16.36932","0","26","1.878699","157.6273","20.89735","4.299548","0.0002346296","1.130084","0.2878457","0","H_T_4","H","T",4,"Actin"
"1.250245","4598.28","457.781","456.6382","0.9998873","0.9998779","30.94","28.75",NA,NA,NA,NA,NA,NA,"6582.164","3542.879","10.70931",NA,"-18.70574","3542.879","19952.37","31.11945","l4","1.252038","0.9972897","10.52972","0","28","1.867327","198.1997","58.45739","7.224548","9.604297e-05","1.02903","0.6471768","0","N_T_4","N","T",4,"Actin"
"1.258673","6271.314","470.1932","469.0503","0.9998705","0.9998597","30.38","28.21",NA,NA,NA,NA,NA,NA,"6842.073","3626.667","10.3907",NA,"-18.55115","3626.667","21026.62","30.55971","l4","1.254392","0.9951741","11.85495","0","28","1.844129","214.3411","104.0402","9.638102","0.0001948852","1.113018","0.3843092","0","S_T_4","S","T",4,"Actin"
"1.207694","95.61276","302.8558","301.7129","0.9998671","0.999856","40","38.55",NA,NA,NA,NA,NA,NA,"5543.29","3461.618","3.839923",NA,"-27.25285","3461.618","14252.62","40.62861","l4","1.193251","0.9762557","6.319955","0","38","1.962948","277.6549","76.74921","8.407738","2.181793e-08",NA,NA,NA,"NT_C_4","NT","C",4,"Actin"
"1.253524","9159.732","485.3464","484.2036","0.9998145","0.999799","28.22","26.08",NA,NA,NA,NA,NA,NA,"6542.774","3570.741","18.04941",NA,"-17.50463","3570.741","19795.06","28.40515","l4","1.248741","0.9957526","20.7264","0","26","1.798234","253.7725","843.4595","27.31551","0.001248417","1.115122","0.3610975","0","H_C_5","H","C",5,"Actin"
"1.255263","7469.299","477.1858","476.0429","0.9998565","0.9998445","28.14","26",NA,NA,NA,NA,NA,NA,"6672.791","3623.872","18.08019",NA,"-17.44465","3623.872","20243.32","28.32339","l4","1.252216","0.9964711","19.9497","0","26","1.829553","211.2753","164.5155","12.0637","0.0008687149","1.132551","0.2921295","0","N_C_5","N","C",5,"Actin"
"1.25388","7758.642","478.706","477.5632","0.9998356","0.9998218","28.55","26.42",NA,NA,NA,NA,NA,NA,"6471.689","3532.379","16.40953",NA,"-17.77307","3532.379","19542.71","28.734","l4","1.251024","0.9963976","17.87125","0","26","1.860958","186.1348","62.55612","7.438959","0.0004327223","1.072239","0.5213653","0","S_C_5","S","C",5,"Actin"
"1.243524","5154.847","462.3512","461.2084","0.9998641","0.9998528","29.89","27.73",NA,NA,NA,NA,NA,NA,"6246.394","3462.789","14.82081",NA,"-18.34315","3462.789","18537.46","30.06851","l4","1.245646","0.9972313","14.5293","0","27","1.871343","166.9593","23.74303","4.594009","0.0001579244","1.019627","0.6626507","0","H_T_5","H","T",5,"Actin"
"1.247955","5725.729","466.5525","465.4097","0.9998601","0.9998485","30.03","27.87",NA,NA,NA,NA,NA,NA,"6440.004","3526.242","13.42226",NA,"-18.42699","3526.242","19273.51","30.20507","l4","1.248499","0.9969422","13.66296","0","27","1.876328","179.4035","37.64436","5.784605","0.0001418596","1.005568","0.7005679","0","N_T_5","N","T",5,"Actin"
"1.234056","2637.231","435.5429","434.4001","0.9999122","0.9999048","31.79","29.59",NA,NA,NA,NA,NA,NA,"6217.61","3481.615","12.3318",NA,"-19.1333","3481.615","18197.09","31.96418","l4","1.240407","0.9971389","10.81793","0","29","1.865449","191.8043","36.94393","5.755184","5.196216e-05","1.033489","0.6182735","0","S_T_5","S","T",5,"Actin"
"1.251315","2769.639","437.5024","436.3596","0.9999203","0.9999136","33.4","31.18",NA,NA,NA,NA,NA,NA,"6998.33","3705.549","6.443156",NA,"-19.94908","3705.549","21312.53","33.56354","l4","1.251951","0.9953057","6.529123","0","31","1.823706","305.4392","952.1472","29.32582","4.440591e-05","1.112191","0.3810624","0","H_C_6","H","C",6,"Actin"
"1.261334","9470.738","486.682","485.5391","0.9998519","0.9998396","27.41","25.28",NA,NA,NA,NA,NA,NA,"7117.137","3825.017","20.10557",NA,"-17.07765","3825.017","21879.32","27.60175","l4","1.254482","0.9953031","23.64383","0","25","1.845006","188.1806","89.76365","8.887745","0.001202672","1.097712","0.4460786","0","N_C_6","N","C",6,"Actin"
"1.244861","6620.474","472.3604","471.2176","0.9998554","0.9998434","28.11","25.94",NA,NA,NA,NA,NA,NA,"6402.661","3550.803","21.82372",NA,"-17.2179","3550.803","19150.9","28.29698","l4","1.244644","0.9966882","22.67953","0","25","1.859386","176.7939","56.92369","7.07763","0.0005875365","1.129597","0.2857179","0","S_C_6","S","C",6,"Actin"
"1.256422","6321.689","470.5132","469.3703","0.9998564","0.9998444","29.83","27.68",NA,NA,NA,NA,NA,NA,"6449.867","3469.269","11.62743",NA,"-18.41907","3469.269","19658.61","30.01019","l4","1.255565","0.9971794","12.16519","0","27","1.876254","170.1739","26.74501","4.875791","0.0001627854","1.040467","0.6252813","0","H_T_6","H","T",6,"Actin"
"1.24301","4577.267","457.5978","456.455","0.9998826","0.9998728","30","27.83",NA,NA,NA,NA,NA,NA,"6356.806","3516.571","14.92828",NA,"-18.31134","3516.571","18879.64","30.17878","l4","1.245209","0.9970021","14.62456","0","27","1.858078","196.555","71.05294","7.947211","0.0001822531","1.005301","0.699848","0","N_T_6","N","T",6,"Actin"
"1.238234","5322.328","463.6302","462.4873","0.9998663","0.9998552","28.14","25.98",NA,NA,NA,NA,NA,NA,"6129.445","3470.524","23.79073",NA,"-17.34247","3470.524","18016.77","28.32313","l4","1.239428","0.9961236","24.0408","0","25","1.876968","162.0946","31.61843","5.274866","0.000424898","1.114355","0.3275264","0","S_T_6","S","T",6,"Actin"
"1.238773","7741.156","478.6158","477.4729","0.9998209","0.999806","27.38","25.2",NA,NA,NA,NA,NA,NA,"6196.284","3493.346","28.10201",NA,"-16.71483","3493.346","18361.23","27.573","l4","1.237313","0.9954693","29.6645","0","25","1.812366","241.6715","762.6626","25.90643","0.001587754","1.085584","0.4452327","0","H_C_7","H","C",7,"Actin"
"1.250164","5892.886","467.7036","466.5607","0.9998526","0.9998403","29.57","27.44",NA,NA,NA,NA,NA,NA,"6252.87","3430.1","13.65531",NA,"-18.35777","3430.1","18691.82","29.74887","l4","1.248696","0.9964886","14.44477","0","27","1.84494","196.961","72.12942","8.007187","0.0002748664","1.064114","0.5417564","0","N_C_7","N","C",7,"Actin"
"1.238323","6868.89","473.8338","472.691","0.9998339","0.9998201","26.31","24.17",NA,NA,NA,NA,NA,NA,"5988.71","3426.774","34.16177",NA,"-16.38568","3426.774","17587.08","26.50337","l4","1.236638","0.9952223","36.24739","0","24","1.83805","176.3695","74.51862","8.074887","0.002015473","1.086045","0.4418497","0","S_C_7","S","C",7,"Actin"
"1.231845","5346.965","463.8149","462.672","0.9998595","0.9998477","28.44","26.26",NA,NA,NA,NA,NA,NA,"6135.533","3500.934","25.69516",NA,"-17.27204","3500.934","17880.53","28.63373","l4","1.233649","0.995998","25.29842","0","26","1.829882","192.9157","81.19607","8.475098","0.0006465179","1.072439","0.4895638","0","H_T_7","H","T",7,"Actin"
"1.236341","7132.45","475.3399","474.1971","0.9998289","0.9998146","28.25","26.08",NA,NA,NA,NA,NA,NA,"6297.011","3565.321","24.89824",NA,"-17.26293","3565.321","18517.42","28.44451","l4","1.236331","0.995619","25.86544","0","26","1.820524","201.6261","113.5091","10.02058","0.0008434485","1.100639","0.3826423","0","N_T_7","N","T",7,"Actin"
"1.224069","4118.435","453.3727","452.2298","0.9998553","0.9998433","29.75","27.58",NA,NA,NA,NA,NA,NA,"5731.08","3338.449","21.70438",NA,"-18.17907","3338.449","16339.65","29.93454","l4","1.230848","0.9972719","19.12945","0","27","1.867821","170.4952","27.06516","4.904887","0.0001560623","1.01974","0.6421739","0","S_T_7","S","T",7,"Actin"
"1.240648","7572.564","477.735","476.5921","0.9997815","0.9997633","28.6","26.46",NA,NA,NA,NA,NA,NA,"5783.24","3253.465","19.24097",NA,"-17.6813","3253.465","17011.76","28.78696","l4","1.241081","0.9968897","19.5661","0","26","1.798597","272.9889","1766.237","39.52771","0.0008522312","1.046724","0.5756422","0","H_C_8","H","C",8,"Actin"
"1.237224","7222.582","475.8422","474.6994","0.999814","0.9997985","26.24","24.11",NA,NA,NA,NA,NA,NA,"5823.042","3343.888","34.37296",NA,"-16.36742","3343.888","17043.94","26.43991","l4","1.234761","0.9949133","37.64233","0","24","1.811034","216.6981","399.9783","18.70778","0.002833363","1.090559","0.4175736","0","N_C_8","N","C",8,"Actin"
"1.247593","6959.617","474.3587","473.2159","0.9998379","0.9998244","26.91","24.78",NA,NA,NA,NA,NA,NA,"6025.593","3363.492","25.07895",NA,"-16.79402","3363.492","17972.93","27.09739","l4","1.246738","0.9970794","26.36748","0","24","1.862025","191.7729","141.5793","11.13023","0.001087743","1.011158","0.6879756","0","S_C_8","S","C",8,"Actin"
"1.238361","4329.521","455.372","454.2291","0.9998687","0.9998578","29.51","27.36",NA,NA,NA,NA,NA,NA,"5847.346","3298.409","16.8522",NA,"-18.19696","3298.409","17147.38","29.69314","l4","1.240464","0.996302","16.45782","0","27","1.845746","198.6043","76.6557","8.254599","0.0002564757","1.063082","0.5276153","0","H_T_8","H","T",8,"Actin"
"1.219835","3740.278","449.5201","448.3773","0.9998649","0.9998536","29.88","27.68",NA,NA,NA,NA,NA,NA,"5730.623","3355.031","23.40922",NA,"-18.04655","3355.031","16258.77","30.06038","l4","1.227757","0.9972873","20.09816","0","27","1.865404","175.5514","32.63923","5.386339","0.0001508083","1.003101","0.6790301","0","N_T_8","N","T",8,"Actin"
"1.230064","4783.627","459.3617","458.2188","0.9998309","0.9998168","29.68","27.57",NA,NA,NA,NA,NA,NA,"5689.118","3310.646","18.86833",NA,"-18.66824","3310.646","16176.55","29.85065","l4","1.234632","0.997071","17.521","0","27","1.866448","169.2505","25.84573","4.793118","0.0001590673","1.020258","0.6410149","0","S_T_8","S","T",8,"Actin"
